text,emotion
i feel so very lame,SADNESS
i love these because i feel like they're something that nobody else does with the exception of the incredibly lame but cool in the bottle lippmann glitter in the air,SADNESS
i was feeling kinda lame for not doing any christmas crafts with ewan yet,SADNESS
i feel like a horse that has gone lame,SADNESS
i feel quite lame to keep posting about it,SADNESS
i feel like any less of a lame teenager,SADNESS
i feel kind of like a lame mommy,SADNESS
i feel lame i am lame reactions: 160,SADNESS
i feel lame i am lame a href 'http: misfitdina,SADNESS
i feel lame,SADNESS
i feel so lame a href 'http: tzdian,SADNESS
i feel so lame,SADNESS
i don t want to discredit that but i m feeling pretty lame like scrooge,SADNESS
i just want to feel nature bwahaha lame,SADNESS
i feel lame and old because i'm feeling defensive and that's just a sneaky hate spiral love you hyperbole and a half,SADNESS
i took maybe three photos of our three different thanksgiving feasts i feel like such a lame duck,SADNESS
i don t know i just feel like these are lame questions that don t really get you anywhere,SADNESS
i'm not complaining just life was more exciting when there was someone because at least you could look forward to the next time you saw them feel anxiety when they're around shutter when they speak laugh at their lame jokes feel that longing when they're around,SADNESS
i always feel that my opening line is lame but i feel comfortable in not saying anything but anyway my energy gets drained with housework these days since my house helper is enjoying her post wedding days,SADNESS
i also have stopped feeling lame when i am asleep by 8:30 or guilty when i wish for rain so i don t have to go to my meeting and can just sit in my hut all day,SADNESS
i feel lame because i don't really have a best friend,SADNESS
i feel lame for not having a best friend i know i can tell everything to,SADNESS
i feel lame for sitting home on a friday or saturday with no one to cuddle with,SADNESS
i feel lame for feeling that way because i'm 25 and am suppose to go out every weekend wearing a mini skirt and get drunk,SADNESS
i'm going to be fabulous but right now i feel lame and like a slacker,SADNESS
i then feel a little lame for being one of the 6390 people who came out to watch teenagers play hockey on a friday night,SADNESS
i feel lame not having a baby to show for the day off,SADNESS
i feel so lame,SADNESS
i feel so lame,SADNESS
i feel instantly cooler and less like a lame o mom with this thing on,SADNESS
i feel lame because i seriously slept most of my day away,SADNESS
i feel really lame because this post sucks lol,SADNESS
i would feel imagine if i could say to my husband your song is really lame and not be told that i m a lame a phobe,SADNESS
i went to the church function instead feeling pretty lame,SADNESS
i feel like the posts have been a bit lame of late sorry about that,SADNESS
i feel so lame if i go listen to the talk,SADNESS
i kinda feel like doing a blog update without pictures is a little lame,SADNESS
i feel really lame for complaining about it to be honest,SADNESS
i'm feeling sort of lame about it,SADNESS
i feel like that's kind of lame to be honest,SADNESS
i feel lame for even broaching the conversation but there are a few moments in modern warfare 3 that at the very least left me thinking about the drama and impact of a battle,SADNESS
i feel lame just getting them clothes,SADNESS
i feel like that s lame but at the same time it s the right choice,SADNESS
i feel like a lame copper on a sunday evening detective series,SADNESS
i feel he either took what i said to heart which he should have or his efforts were lame,SADNESS
i feel like this is a lame blog post,SADNESS
i thought that one random day was awesome but now that you tell me how great it wasn't i feel pretty lame,SADNESS
i'm feeling hella lame tonight,SADNESS
i feel about you you should never have to answer to lame ass questions and snarky remarks about why you look ten pounds heavier in one picture than you do in the other,SADNESS
i feel like there is a lot to sift through a lot of books on the shelves with really lame overstated moral themes or chaotic illustrations not that the art is bad just that it's not my thing and a lot of really really awful girl stuff,SADNESS
i feel a little lame admitting it because these are not high ticket price items however i didn't want to buy both so i had to make a choice,SADNESS
i did feel pretty lame in that i wasn't able to provide her with epic entertainment,SADNESS
i feel so lame saying that,SADNESS
i'm kinda feeling lame uploading my shack's meager photos,SADNESS
i feel like i've put some of my passions on the back burner while i dwell on the lame grown up stuff this last year,SADNESS
i feel lame for admitting this i mostly date online,SADNESS
i'm crying right now and feeling lame and pathetic,SADNESS
i feel lame,SADNESS
i just end up feeling lame,SADNESS
i kinda' feel like a lame ass bored housewife minus the whole stay home and be a housewife thing,SADNESS
i feel lame a href 'http: barb squirrel,SADNESS
i want to be in bed sleeping but i feel lame and fear waking up tomorrow at 3am so i m sucking it up and trying to stay awake at least until 9pm,SADNESS
i feel lame lt div style clear:both padding bottom:0,SADNESS
i feel so lame,SADNESS
i considered just wearing red to all the games and going neutral but i feel like that s lame,SADNESS
i can express what i'm feeling telling lame jokes without being humiliated by cricket noises and just pour my heart out well not really,SADNESS
i didn t feel he was telling me anything but to see him so lame and unable to do anything broke my heart and i started to question that maybe he wouldn t tell me,SADNESS
i get high from the newness of it all i like the wild west feeling of each day i know that s a lame analogy but you know what i mean,SADNESS
i didn't update it as single because i had this gut feeling i would be single for a long long time and i would appear lame,SADNESS
i feel lame now,SADNESS
i vaguely explained to him about my card feeling like a dumbass making a lame first impression,SADNESS
i haven't had any time or maybe it's the fact that i feel lame about writing in here,SADNESS
i just feel lame for not doing it sooner because i really did know better img src http: www,SADNESS
i am a bit nervous and at the same time feeling lame about this ceremony,SADNESS
i reminded myself that it was okay to be slow and not to feel lame about that but to just keep on going no matter what,SADNESS
i feel lame for posting this 160 a class 'post count link' href 'http: leoele,SADNESS
i feel totally bummed and disempowered by how lame certain things about my life might appear to be the 1 is winning,SADNESS
i share the feeling of the hater point of view when it comes to the last episode: that confession was lame indeed,SADNESS
i also feel like a lame piece of shit saying that considering i believe happiness is most often a choice,SADNESS
i feel like some of the situations were a tad lame but those were a flicker of a passing moment and it ultimately does not detract from just how great this episode was,SADNESS
i stayed home writing this blog feeling like a lame,SADNESS
i feel lame a dir 'ltr' href 'http: teamboo2000,SADNESS
i immediately feel lame and old because i usually spend mine at home like an old married couple with my fiance watching movies,SADNESS
i assembled a costume and feel that the lame party i went to last night no seriously for a majority of the party there were three girls me included will be the only time i don it,SADNESS
i think about it boy do i feel lame,SADNESS
i feel a bit lame and pathetic because i have only managed to pull off what i openly believe once of the seven attempts,SADNESS
i feel so lame sometimes,SADNESS
i feel lame i dont understand the in your pants joke,SADNESS
i feel lame and broken as if nothing is ever goin,SADNESS
i feel lame,SADNESS
i feel like i m this lame burdensome unremarkable being that s what i embody for awhile,SADNESS
i feel lame yet i don't ask for help i just sit at the street corner playing sad songs on my guitar with three strings,SADNESS
i feel lame for a few days,SADNESS
i feel so lame,SADNESS
i feel pretty lame for not having blogged for months,SADNESS
i may feel less lame,SADNESS
i put any old fond feelings aside and emailed over some lame excuse,SADNESS
i wasn't expecting it but after my initial few minutes of feeling lame i got over it because god damn i was just so happy to be around him and he had a good fucking time,SADNESS
i feel like a lame o,SADNESS
i feel really lame because,SADNESS
i feel lame about it,SADNESS
i have been trying to do the exercises but at times i feel really lame about it,SADNESS
i feel so lame but yes i think i'm pretty good at hiding,SADNESS
i just feel so lame,SADNESS
i feel a popwatcherly duty to help her come up with a fairly lame but subject specific sendoff line for each week s eliminated contestant,SADNESS
i feel pretty lame for falling so behind,SADNESS
i feel pretty lame for always going over to my parents' house but they are really the closest thing i have to a friend in this location,SADNESS
i mean sometimes i still feel pretty lame about learning japanese but now its for differnet reasons,SADNESS
i was in the zone and then there are days i feel completely lame about japanese and don t study at all,SADNESS
i feel really lame fore possibly ranting on tumblr,SADNESS
i can t fight this feeling anymore and suddenly i m in some lame eighties movie dancing while hanging clothes up,SADNESS
i feel totally lame for it,SADNESS
i feel lame for not posting the recipe but mi madre is protective of em and i respect that,SADNESS
i feel like i was totally lame,SADNESS
i feel lame when it comes to my cookie cutters,SADNESS
i feel lame as shit talking to him,SADNESS
i have a strong feeling we're going to come back from this tour without a single victory and then play the lame ass champions trophy where dhoni can reclaim his captain cool image,SADNESS
i realize that by this point i am probably no longer in the running for the position but i would appreciate hearing confirmation of my suspicions so that i can stop feeling like a lame girl sitting alone by the phone on saturday night waiting for her crush to call and ask her to the movies,SADNESS
i always feel so lame cause i m not artistic,SADNESS
i feel really lame about last nigh,SADNESS
i feel lame for using a song title to title this but hey fuckit,SADNESS
i don t know whether this is because crying is a private thing because i don t want to appear soft or because i feel a bit lame crying about fictional characters and how their situation reminds me of my own,SADNESS
i know there are several of you who are back at work full time so i feel a bit lame complaining,SADNESS
i saw her feeling of pride in her face when she got the lame ass big prize stamp,SADNESS
i start to feel lame for not being one of those people who is eager to express gratitude,SADNESS
i feel is pretty lame but i can t think of anything better that would work with the seasons,SADNESS
i feel seriously lame for even saying i struggle with this,SADNESS
i have been trying to do the exercises but at times i feel really lame about it,SADNESS
i feel lame about it,SADNESS
i feel so lame blogging right when i got home but i came home really early because i didn t feel like going dancing arghh what is dance,SADNESS
i have days like this i honestly feel lame,SADNESS
i seem to be drowning in my 'to do' list and i feel seriously lame that i can't keep up with the things i used to,SADNESS
i feel like such a lame little kid about this but it s true and i d be lying if i said i m not totally overenthusiastic,SADNESS
i just feel so lame but i feel grossed out,SADNESS
i feel i must finally acknowledge two years into this reading challenge some of the books on the 1 000 novels everyone must read list are lame,SADNESS
i feel like a lame artist now,SADNESS
i feel totally lame now,SADNESS
i feel like mylife is so lame,SADNESS
i have with procrastination and i end up feeling really lame,SADNESS
i feel pretty lame typing that but my upper body is so weak,SADNESS
i feel like he's making up some lame excuse to avoid hanging out with me because he feels awkward about yesterday truly what the fuck,SADNESS
i feel like that is lame but it's the truth,SADNESS
i feel the need to write to make some lame attempt at explaining the inexplicable,SADNESS
i have to admit i was feeling a little lame about my plans for him this year,SADNESS
i read illegal scanlations i feel like a ninja which is an overused lame expression btw,SADNESS
i feel lame a href 'http: amaliebenjamin,SADNESS
i'm starting to feel like a lame because i have a child and im a 27 yr old with an associates degree and bachlors degeree and i'm still home with my mom,SADNESS
i know i do the same though i feel that i'm lame and not as cool as she in so many respects but that's just because i'm cursed like all of us to not be able to see myself,SADNESS
i feel like i m a lame and want to change,SADNESS
i feel so lame today,SADNESS
i'm torn between liking my state of ignorance at the most up to date technology and feeling totally lame,SADNESS
i feel like my friends are lame and we don't even really like each other very much any more we just don't have anyone better to spend time with,SADNESS
i feel pretty lame talking about an extremely uneventful trip to oklahoma and missouri when other people are in singapore berlin france etc,SADNESS
i also feel slightly lame staying home which is something i ve never felt before in all the vibrant dynamic cities i ve lived in,SADNESS
i'm feeling ridiculously lame now bear with it k,SADNESS
i tend to compare myself to other bloggers and i feel like i don't even compare i know that's lame but i can't help it,SADNESS
i feel really lame because i still haven't read the iron king please don't shoot me,SADNESS
i'm feeling incredibly lame,SADNESS
i hate picking blogs it makes me nervous and then i feel lame afterward,SADNESS
i feel so lame,SADNESS
i feel so lame,SADNESS
i feel like i am incredibly lame and there must certainly be something wrong with us well in many ways there probably is,SADNESS
i started my first full time teaching job a few years ago i was feeling a bit lame in a huuuuge 2 bedroom apartment,SADNESS
i feel lame for using her words in a review about her story but truly there is nothing i could say to explain it better and she accomplishes exactly that in this incredible story,SADNESS
i feel that's sort of lame and low,SADNESS
i do feel kind of lame for being so homesick but it is what it is and at the time all of those raw emotions felt so overwhelmingly real to me,SADNESS
i am horny cuddle when i am feeling snuggly travel with cry on a shoulder laugh at lame jokes with well that is missing in my life,SADNESS
i just feel lame and bored with life summer,SADNESS
i feel kinda lame investing in the miracle suit,SADNESS
i hate feeling the way it makes me feel so lame,SADNESS
i feel so lame asking for this but my family could really use this right now,SADNESS
i feel really lame about that,SADNESS
i feel like i m constantly apologizing for lame food pictures so here i go again,SADNESS
i just wrote i'm feeling more lame by the minute,SADNESS
i can express what i'm feeling tell lame jokes without being humiliated by cricket noises and just tell stories in my way,SADNESS
i can feel you reading this post and thinking y so lame woman,SADNESS
i still feel lame for it,SADNESS
i am not writing because i feel like anything i will write will be lame i donnu why i feel this way while before i did not really care i just shared wh,SADNESS
i can get away with saying it on your birthday without feeling lame,SADNESS
i walked i would feel lame,SADNESS
i am not writing because i feel like anything i will write will be lame i donnu why i feel this way while before i did not really care i just shared what was for me then,SADNESS
i ain't talking about killing i feel brothers that is lame,SADNESS
i feel a little lame for complaining about this but i guess american craft is all about serving food and spirits from craft brewers and distillers,SADNESS
i just feel lame,SADNESS
i feel lame for a href http: www,SADNESS
i feel lame,SADNESS
i have somewhat mixed feelings on whether i should force myself to go when feeling socially lame or not,SADNESS
i don t feel lame at work or at fhe or at church or on a date or with friends,SADNESS
i'm feeling like it's a bit lame to troll the internet in search of a meaningful relationship,SADNESS
i am not writing because i feel like anything i will write will be lame i donnu why i feel this way while before i did not really care i just shared wh,SADNESS
i know that just makes me one of the millions of other kids who have gotten to the end of this game and some of them have done it hundreds of times which makes me feel like a lame sauce duck pants but quite frankly the song is enough satisfaction in itself,SADNESS
i feel like making a lame tornado joke but i won t,SADNESS
i feel lame about writing a blog,SADNESS
i walked out there feeling so lame i need some self help book to try to overcome my shyness,SADNESS
i feel very lame i went to the library and checked out some books the shy single and one on different ways to do my make up,SADNESS
i can go to bed at 10 pm and not feel lame because everyone else is going to the bar,SADNESS
i feel like i'm completely and totally lame,SADNESS
i am feeling pretty lame right now sorry i am going on 2 weeks of no sunshine monday,SADNESS
i take it with a genuine thank you feeling totally lame,SADNESS
i was done feeling lame and down having realized that all reality is chaos,SADNESS
i feel kinda lame b c i cannot draw to save my life so i am stealing other ppls stencil templates,SADNESS
i was pretty heartbroken and feeling lame they filled a void,SADNESS
i start the 3rd and final lap of the 33 mile loop i m feeling pretty lame,SADNESS
i feel so lame,SADNESS
i'll feel lame if i don't go to my prom :p i bought a random dress at h amp m earlier this day because i had nothing to wear,SADNESS
i feel are sort of lame like does therapy work,SADNESS
i feel like my outfit is lame and needs a little polish i toss on this blazer,SADNESS
i am feeling so lame right now :d :d,SADNESS
i feel so fucking lame saying that however immature it may be something that i just imagine have imagined all this time,SADNESS
i am feeling all lame right now,SADNESS
i feel lame like i'm not big enough to fill this space,SADNESS
i am tired and feel lame for doing nothing on my friday night,SADNESS
i can express what i'm feeling tell lame jokes without being humiliated by cricket noises and just tell stories in my way,SADNESS
i feel lame,SADNESS
i have been trying to do the exercises but at times i feel really lame about it,SADNESS
i feel lame about it,SADNESS
i have noticed that some cachers of late don t find a cache and log a needs maintenance which i feel is also pretty lame,SADNESS
i feel like she sees me as lame,SADNESS
i not feel like a lame cowardly awkward nerd,SADNESS
i feel lame taking 3 days off of running but i also feel like safe is better,SADNESS
i feel really lame saying that,SADNESS
i don't wanna go for the september intake because i feel i'm being lame,SADNESS
i'm just feeling sort of lame and lonely,SADNESS
i feel lame just writing about life things anyway,SADNESS
i hate it how i feel lame beside some people cause they're just so fun and cool and i'm just boring old me,SADNESS
i feel completely lame,SADNESS
i feel like what i have to say is lame,SADNESS
i feel mildly less lame knowing that there is another lovely lady aka my roomie who acts equally ridiculous regarding 519,SADNESS
i hate the feeling being misunderstanding by those lame people,SADNESS
i feel pretty lame that i'm not posting very often so i'll try to do a weekly thing and maybe throw in other stuff here and there,SADNESS
i've said that out loud i feel like those are pretty lame excuses,SADNESS
i like to seem busy even though i'm feeling pretty lame,SADNESS
i feel like that is a little lame and selfish of me,SADNESS
i feel lame a dir 'ltr' href 'http: teamboo2000,SADNESS
i feel like sleeping in the theatre sometimes hehehehe because there were some very lame parts,SADNESS
i feel so lame for being so attached i just know how long it takes to grow back,SADNESS
i feel so lame,SADNESS
i feel kinda lame now,SADNESS
i was grumpy and feeling lame and i was determined to get drunk enough to make the party appealing again so totally not alcoholic sounding,SADNESS
i feel kind of lame but after work i'm exhausted and don't do much,SADNESS
i waited too much but unless the extreme series is going to offer some more challenge this will feel a bit lame,SADNESS
i waited too much but unless the extreme series is going to offer some more challenge this will feel a bit lame,SADNESS
i admit i feel a bit lame for caving and making an account hence the need to justify my actions by posting about it,SADNESS
i feel really lame writing these contradictory statements over and over again,SADNESS
i feel really lame complaining about this because i feel like i'm the only person in the world who can manage to wake up with the opportunity to have a fun day of gaming and fuck around so much they don't get time to do it,SADNESS
i have to say that i feel lame sometimes compared to what i was like before,SADNESS
i'm feeling kinda lame about this 5,SADNESS
i'm not sure what started that but i know that i feel kinda lame saying anything these days especially because i dont' know if she is really listening or not,SADNESS
i was feeling kind of lame about earlier because people either aren't responding or they cancelled on me,SADNESS
i didn't get to say what i feel because i am ridiculously lame like that,SADNESS
i don t mind so much because it kinda breaks the monotony but i feel it s just sooo lame for the kids to be having tests all morning and then oh,SADNESS
i feel really lame only being able to get out a fast thank you instead of a formal blog post but it will be coming,SADNESS
i feel lame even by typing it,SADNESS
i feel so lame but obviously baby c needs more energy than i have to give,SADNESS
i feel lame a href 'http: thatawesomefatchick,SADNESS
i have been trying to do the exercises but at times i feel really lame about it,SADNESS
i feel lame about it,SADNESS
i've started to feel kind of lame that i haven't got a date,SADNESS
i feel so lame saying all this gay stuff but seriously its how i feel right now,SADNESS
i feel so lame having a blog,SADNESS
i feel lame wearing my black rimmed glasses wherever i go,SADNESS
i have been trying to do the exercises but at times i feel really lame about it,SADNESS
i feel lame about it,SADNESS
i hear about other people and their busy crazy exciting weekends i look down at my brother's old gray sweatpants falling off my bum and feel a little lame,SADNESS
i feel like i deserve an apology even if she did think it was pretty lame,SADNESS
i feel lame telling people around here that i've been married almost 2 years,SADNESS
i feel like i might get attacked in my sleep which i know is really lame,SADNESS
i feel like i might get attacked in my sleep which i know is really lame,SADNESS
i feel lame,SADNESS
i feel about lame hipsters perfectly,SADNESS
i feel so lame second period was so great today,SADNESS
i feel lame a href 'http: amaliebenjamin,SADNESS
i waited too much but unless the extreme series is going to offer some more challenge this will feel a bit lame,SADNESS
i'm feeling a little lame about this whole blog thing because i know people are reading it or at least a couple cuz just in the last week i've had 33 views 8 of which were just yesterday,SADNESS
i was supposed to stop by my friend s office for a quick fly by hi and bye but i m feeling lame and poopy and don't want to move,SADNESS
i feel so lame and i have broken a promise to myself by hooking back up with him,SADNESS
i'm posting as weeks during these days i'm not doing much to not feel so lame as to put up 1 or 2 mile totals next to you amazing ladies and your high miles,SADNESS
i feel kind of lame about but it's still enough to trigger cramping for a few hours so i think that's my body saying it's enough,SADNESS
i feel really lame for it,SADNESS
i feel like i need in order to go that sounds lame but it's kind of true,SADNESS
i feel it would be equally lame to start posting about big world events on my little old blog space now after so many consecutive months of pointless drivel,SADNESS
i feel really lame but i miss my bear,SADNESS
i just move with the music 038 feel like a lame white guy lol,SADNESS
i feel like the lame man at the beautiful gate leading to the temple,SADNESS
i touch back just feeling my design skill and the knowledge is become so lame,SADNESS
i feel really lame admitting this but we have been in our house for over,SADNESS
i feel really lame cause i just used blog as a verb in a prominent position,SADNESS
i should not hve thiz kind of feeling la hahakksss biyyy saye da mule blaja untuk rindu awak eii malunye perlu ke semue tuuhh act saye da takut na sayang lelaki sebab tuuhh saye perlu mase yang lame untuk sayang awak sayang,SADNESS
i feel lame,SADNESS
i feel lame a href 'http: letstalkaboutme sara,SADNESS
i need something to do on friday so i won't be sitting at home feeling lame,SADNESS
i feel lame for only being able to do a drop down not a pull up doing them really slowly is quite the workout and i can tell my arms will get stronger,SADNESS
i feel lame saying anything because compared to what christ did any response i could have seems like it would be so pathetic that i feel bad to even say it,SADNESS
i feel lame i m looking up i m gonna lag up the sim,SADNESS
i look at blogs i feel like some of my pictures are so lame o,SADNESS
i feel this is a lame excuse for not scoring,SADNESS
i feel incredibly lame admitting this but frankly as of late i just haven t had very much to say,SADNESS
i didn't want to feel the pain of heartache again or be lame depressed just because i would get reminded of him,SADNESS
i feel like it's lame to be so dependent on my dad for things like this but my boyfriend always reminds me that i'm a student,SADNESS
i have to get out there and do stuff or else i end up feeling lame for sitting around my house with my thumb up my butt,SADNESS
i feel like a lame o too because i don't want my now former boss to think that i treat his place of work as my personal dumping grounds for shit that i no longer want or need,SADNESS
i feel lame if people enter giveaways and never read the blog again,SADNESS
i just feel so lame at the moment oh i don't even know i'm just babbling on about nothingness,SADNESS
i feel is pretty lame,SADNESS
i feel exponentially more lame now,SADNESS
i just must focus on him let him handle my embarrassment let him make me feel not as lame,SADNESS
i was feeling pretty lame about my bike mount and dismount style until i hung out with a friend who has about a half foot on me height wise and a good bit of inseam advantage,SADNESS
i feel like this was kind of a lame half ass post but my mother's in town visiting and i'm trying not to spend all of my time online or doing anything that isn't in some way interacting with her,SADNESS
i normally don't like to do such things because i feel rather lame but the cake was quite spectacular so i relented,SADNESS
i feel lame,SADNESS
i feel so lame,SADNESS
i feel like posting without pictures is lame but today all i have is words,SADNESS
i'm diddling around doing thoroughly unprofitable bits and pieces and feeling a bit lame,SADNESS
i feel like a lame duck a pariah,SADNESS
i feel pretty lame being on bed rest since most of the time i feel just fine,SADNESS
i feel lame i m looking up o i m gonna soak up the sun i m gonna soak up the sun,SADNESS
i feel really lame about myself and i try to concentrate but i just can't,SADNESS
i think that getting a phd is the correct path for me but sometimes i do feel a little lame to not have had the confidence to socialize with different sorts of people people who could have introduced the possibility of other interests other fields,SADNESS
i feel relief when he stops talking and gives a lame excuse as to why he needs to leave but not with you no,SADNESS
i feel so horribly lame,SADNESS
i feel like i simultaneously want to say to christians wake up your religion is so lame and empty,SADNESS
i feel so lame,SADNESS
i still feel lame though because out of everyone i invited only one person could go then everyone else was what brandon invited,SADNESS
i feel kind of lame without a job,SADNESS
i've kind of just realised what a twat i am i feel so lame,SADNESS
i want to write more but i'm feeling lame today when it comes to my writing,SADNESS
i do feel so lame,SADNESS
i feel so lame even talking about this,SADNESS
i feel like the trends are really lame like they don't suit my style aesthetic are impractical stale or whatever,SADNESS
i feel so fucking lame,SADNESS
i list them out i feel pretty lame whining,SADNESS
i've had coffee and i'm still feeling rather zombified so if it doesn't make any sense or is totally lame i hereby absolve myself of any legal and or moral culpability for totally confusing and or boring the living shit out of you,SADNESS
i feel really lame about it taking so long but under the circumstances it's better late than never right,SADNESS
i feel so lame,SADNESS
i feel lame going back to my old car after driving that baby at 80 100mph through west texas,SADNESS
i think of myself from another perspective i feel like a lame,SADNESS
i feel lame,SADNESS
i feel lame but i really don't have an answer for this,SADNESS
i feel kind of lame but it was nice to just sit and jam out to some music for once,SADNESS
i feel that's sort of lame and low,SADNESS
i am feeling so lame,SADNESS
i feel soooo lame sorry guys this is so late,SADNESS
i feel lame compared to my friends who can just chug disaronno smirnoff them i can't,SADNESS
i am doing is comparing myself to marathoners and feeling like such a lame o,SADNESS
i was cheering him on about 100 yards from the finish like good job babe bring it home anyone else feel really lame cheering for people,SADNESS
i don't have much time and to be honest i don't really watch the news a lot i read it from my computer sometimes and besides i would feel lame rephrasing what has already been said like zillion times i don't write about facts that happen in the world but simply about my life,SADNESS
i hate saying that hate typing it it sounds so touchy feely and lame but it s really the only way to put it : eat when you re hungry eat only what you want which means that nothing is off limits and stop eating when your body has had enough,SADNESS
i feel rather lame for not realizing it sooner actually,SADNESS
i feel constantly lame by guiltiness and paucity to die sometimes,SADNESS
i saying this well i feel like at times i forget that or might so i want you the readers to keep me in line tell me if what i'm writing is lame or boring or crap noone cares about ok,SADNESS
i feel a little lame for being defeated by wind but this is no ordinary wind in patagonia,SADNESS
i feel lame about it,SADNESS
i feel lame,SADNESS
i am feeling like a pretty lame mom and wife lately,SADNESS
i kind of like it even though i feel pretty lame for hearing it on a commercial,SADNESS
i'm sick of struggling through a stupid workout five times and spending the next couple of days aching and feeling lame,SADNESS
i feel so lame that i don't have that feature on my little prepaid phone,SADNESS
i said feeling lame,SADNESS
i feel so lame d,SADNESS
i must have been feeling especially lame at the time,SADNESS
i feel like a lame kansas fan i mean they're playing down in tulsa which really isn't all that far away from where we're at here in kansas,SADNESS
i've gotta say though i'm feeling pretty lame for making such a big deal about giving the kids green milk,SADNESS
i feels like a retarted typing out all this lame stuffs which just blindly came accross my mind,SADNESS
i'm feeling really lame lately that i don't have anything to give away to you,SADNESS
i would feel so lame after playing for days,SADNESS
i have my days where i feel lame and a little worthless,SADNESS
i make a few half hearted smacks feeling totally lame about it too i mean if you are going to beat the floor commit and beat the floor you know,SADNESS
i feel lame a dir 'ltr' href 'http: teamboo2000,SADNESS
i'm feeling really lame now,SADNESS
i post 2 or 3 pictures i feel so lame,SADNESS
i feel lame i m,SADNESS
i feel lame,SADNESS
i've been feeling like a lame o lately too,SADNESS
i know myself and i know that if i allow myself to do that just because i am feeling lame and like i 'can't do this shit anymore' it's just going to be another thing i quit at,SADNESS
i on vinny guadagnino feelings: so lame britney spears till the world ends hits the web bar refaeli: fox summer sexy justin bieber vs,SADNESS
i got feeling i am damn lame like mad serious tt,SADNESS
i always feel lame telling people this,SADNESS
i don't know if many of you know this but i have an extremely talented family i am grateful for their examples and the push they give me when i feel lame and small,SADNESS
i think i may change the title of this blog to something else because i never seem to have five things to post and that makes me feel so lame,SADNESS
i feel sorta lame,SADNESS
i still feel lame and boring,SADNESS
i feel lame for bringing it up but the reason why i do is because i feel like learning the language is important right now,SADNESS
i had a feeling that it would be entirely lame and dated not the case at all,SADNESS
i feel really lame when i talk to her now because i haven't been hungover in weeks good god maybe even months,SADNESS
i've been feeling pretty lame for the last week or so,SADNESS
i work have been wearing this shit so i ve seen it in action and bought it on impulse because i was feeling a bit lame and wanted something to make me feel pretty,SADNESS
i feel lame,SADNESS
i feel like i'm living in el lame o land right now,SADNESS
i feel so lame that i like this show but it has some good qualities about it compared to other vampire shows movies,SADNESS
i feel pretty lame for feeling this way,SADNESS
i know he had fun i have to admit i finished the day feeling kind of lame and defeated,SADNESS
i do love my friends but so much time on my own makes me feel so lame and boring it makes me wonder why they'd ever bother with me,SADNESS
i ended up feeling really lame by walking to the ambulance the entire way i even climbed in all on my own,SADNESS
i generally only wrote in them when i was feeling lame depressed so they weren t exactly enjoyable to read,SADNESS
i say pocket i have to add a british accent or i feel lame,SADNESS
i feel so out of touch with the rest of the world because my phone is so lame,SADNESS
i do get annoyed when people simply post on their blog because they feel like they are supposed to and then the post is lame,SADNESS
i feel like a lame gross fat little butterball who is bound to be this fat little butterball for the rest of her earthly existence,SADNESS
i feel like this is such a lame reproduction of look number ten but i did swap out the earrings and top,SADNESS
i feel kind of lame about it actually,SADNESS
i feel 1072b 959 965t myself thinking im lame keeps m 1077 form talking t 959 chicks,SADNESS
i'm feeling lame,SADNESS
i feel lame because this is so short and usually i ramble on for ever and my letters are forever long but that is pretty much all i have for this week i 180 ll try to be more exciting next time,SADNESS
i feel like my blog titles are simply lame,SADNESS
i started feeling lame most people go out on friday nights,SADNESS
i feel so lame typing that out,SADNESS
i have the belief that everyone who has been born in the spirit feels gods presence has the duty to carry out what jesus said and heal the lame the poor in spirit and the afflicted from demons,SADNESS
i always feel like making lame physics jokes but i feel like i haven t gotten far enough,SADNESS
i guess i'm just rambling at this point but i'll return to my earlier question does anyone else feel lame for not working when they're sick,SADNESS
i'm feeling rather lame today i guess so that's what i've got,SADNESS
i feel lame asking people to follow me but it wouldn't hurt my feelings if you did,SADNESS
i feel lame p,SADNESS
i feel like i have the urge to write but most of the time i give up writing bcz of my laziness tiredness and lame excuses,SADNESS
i feel a little lame for doing it,SADNESS
i was feeling all lame and unemployed,SADNESS
i feel very lame but i dont have alot of other news to write,SADNESS
i know i sounded lame but that is what i feel call me lame i just could not be bothered,SADNESS
i feel lame because this may be the first time i have commented on your blog but do read it,SADNESS
i said i don't read other blogs very often because i feel lame and unsuccessful in comparison and yesterday i discovered a href http: steammeupkid,SADNESS
i feel so lame,SADNESS
i feel really lame about last nigh,SADNESS
i feel soooo lame,SADNESS
i have been feeling kind of lame at work lately,SADNESS
i feel lame,SADNESS
i feel like i am in the lame duck session with school,SADNESS
i feel lame for not knowing about this site earlier,SADNESS
i are feeling a bit lame,SADNESS
i feel really lame now hahas,SADNESS
i feel so lame for this,SADNESS
i feel so lame,SADNESS
i feel so lame about that,SADNESS
i shall see if i can still try to blog once in a while until then its just me venting out how i'm feeling and possibly my lame ideas for posts but i'm going to take everything as it comes along ia,SADNESS
i feel lame,SADNESS
i feel mega lame because he's all i can think about for god knows what reason and he probably hasn't even had my name cross his mind since last week,SADNESS
i feel pretty lame,SADNESS
i hate that fucking little fucking co host there feeling the need to add his little lame unfunny inputs to everything conroy says,SADNESS
i couldn't find anyone to accompany me and i'm just feeling lame so i'm skipping out,SADNESS
i just feel so lame about being the worst blogger,SADNESS
i feel so lame,SADNESS
